,ServicingLenderName,Symbol
1798,Interaudi Bank,0
1799,The St. Henry Bank,0
1800,"Citizens Deposit Bank of Arlington, Inc.",TSLA
1801,First Basin CU,0
1802,Kentland Bank,0
1803,"BancCentral, National Association",ZION
1804,The Brenham National Bank,0
1805,Citizens State Bank Norwood Young America,0
1806,"Midwest Heritage Bank, F.S.B.",GWBK
1807,The Andover Bank,0
1808,Better Banks,0
1809,Woodford State Bank,0
1810,California Statewide Certified Development Corporation,0
1811,The New Washington State Bank,0
1812,Tustin Community Bank,0
1813,Genisys CU,0
1814,Carroll Bank & Trust,0
1815,Amerasia Bank,0
1816,First Community Bank of Central Alabama,0
1817,Foresight Bank,0
1818,Lead Bank,0
1819,South Carolina FCU,0
1820,The Bank of Southside Virginia,0
1821,Athol Savings Bank,0
1822,Port Richmond Savings,0
1823,Tompkins State Bank,0
1824,Eagle Bank,0
1825,NuVision FCU,0
1826,Corning FCU,0
1827,Kirkwood Bank & Trust Co,0
1828,The National Grand Bank of Marblehead,0
1829,First National Bank of Pana,0
1830,Town and Country Bank Midwest,0
1831,First Community Bank and Trust,0
1832,Savers Co-Operative Bank,0
1833,Fibre FCU,0
1834,The Fountain Trust Company,0
1835,WCLA CU,0
1836,Enterprise Bank of South Carolina,0
1837,University Bank,0
1838,Olean Area FCU,0
1839,Hoosier Hills CU,0
1840,Dort Financial CU,0
1841,First National Bank of Coffee County,0
1842,Rolling Hills Bank & Trust,0
1843,NBKC Bank,0
1844,Bank of Dudley,0
1845,Lake Central Bank,0
1846,Bank of Sunset & Trust Company,0
1847,First Bethany Bank & Trust,0
1848,The Hocking Valley Bank,0
1849,"Farm Credit Services of North Dakota, ACA",ACA
1850,IQ CU,0
1851,Earlham Savings Bank,0
1852,Altamaha Bank & Trust Company,0
1853,"BankFinancial, National Association",BFIN
1854,Pacific National Bank,0
1855,"Terrabank, National Association",ZION
1856,First State Bank of Odem,0
1857,Clearwater FCU,0
1858,Platinum FCU,0
1859,First Carolina Bank,0
1860,MidAmerica National Bank,0
1861,Bank of O'Fallon,0
1862,Louisiana National Bank,0
1863,"Florida Capital Bank, National Association",ZION
1864,Allegacy FCU,0
1865,Oklahoma State Bank,0
1866,"Triad Bank, National Association",ZION
1867,Magnolia Bank Incorporated,0
1868,Northview Bank,0
1869,Iowa Savings Bank,0
1870,Peoples State Bank of Hallettsville,0
1871,Carson Bank,0
1872,FNB Picayune Bank,0
1873,"Morgantown Bank & Trust Company, Inc.",TSLA
1874,"Home Bank, SB",SB
1875,"BMW Bank of North America, Inc.",TSLA
1876,First National Bank Northwest Florida,0
1877,South Story Bank & Trust,0
1878,Bank of Holly Springs,0
1879,"The City National Bank and Trust Company of Lawton, Oklahoma",FODGX
1880,EverTrust Bank,0
1881,ABNB FCU,0
1882,Decatur County Bank,0
1883,"Iowa State Bank and Trust Company of Fairfield, Iowa",SNLC
1884,First FarmBank,0
1885,North Brookfield Savings Bank,0
1886,First Community Bank of Tennessee,0
1887,"Hana Small Business Lending, Inc.",TSLA
1888,Goppert State Service Bank,0
1889,AmeriFirst Bank,0
1890,First National Bank of Clarksdale,0
1891,Charlotte State Bank & Trust,0
1892,Security State Bank of Oklahoma,0
1893,Bank of Farmington,0
1894,Logansport Savings Bank,0
1895,Twin City Bank,0
1896,Americana Community Bank,0
1897,The First National Bank of Russell Springs,0
1898,Macon Bank and Trust Company,0
1899,First Bank of Alabama,0
1900,The First National Bank of Cokato,0
1901,"Native American Bank, National Association",ZION
1902,Legacy State Bank,0
1903,Community 1st CU,0
1904,Central Bank of Kansas City,0
1905,LifeStore Bank,0
1906,Frazer Bank,0
1907,First National Bank of Pasco,0
1908,Highlands Community Bank,0
1909,Exchange Bank and Trust Company,0
1910,First Citizens State Bank,0
1911,Wolf River Community Bank,0
1912,Santa Cruz Community CU,0
1913,HawaiiUSA FCU,0
1914,Marion Bank and Trust Company,0
1915,United Savings Bank,0
1916,The First National Bank & Trust,0
1917,Commercial Bank & Trust of PA,0
1918,The Bank of Jackson,0
1919,MA Bank,KOTAKBANK.NS
1920,Citizens Savings Bank,0
1921,Embers CU,0
1922,La Salle State Bank,0
1923,Commercial Banking Company,0
1924,Wheelhouse CU,0
1925,Teutopolis State Bank,0
1926,"New Horizon Bank, National Association",ZION
1927,Leominster CU,0
1928,Jewett City Savings Bank,0
1929,Pine Country Bank,0
1930,Hometown Bank of Pennsylvania,0
1931,Wyoming Community Bank,0
1932,GenuBank,0
1933,Alpine Capital Bank,0
1934,FreedomBank,0
1935,Greenville Federal,GVFF
1936,Outdoor Bank,0
1937,Bank of the Bluegrass & Trust Company,0
1938,Catskill Hudson Bank,0
1939,Newfield National Bank,0
1940,Applied Bank,0
1941,"VelocitySBA, LLC",BTM
1942,Verimore Bank,0
1943,General Electric CU,0
1944,Frontier State Bank,0
1945,Bay Bank,0
1946,West Alabama Bank & Trust,0
1947,Flatwater Bank,0
1948,Workers FCU,0
1949,"United Community Bank of West Kentucky, Inc.",TSLA
1950,Phoenixville Federal Bank and Trust,0
1951,Landmark Bank,0
1952,The Bank of Herrin,0
1953,Coast360 FCU,0
1954,USC CU,0
1955,AMG National Trust Bank,0
1956,The Bank of Clarendon,0
1957,Grandview Bank,0
1958,The Farmers Bank of Willards,0
1959,Germantown Trust & Savings Bank,0
1960,Greater State Bank,0
1961,The Farmers Bank & Savings Company,0
1962,First State Bank of Burnet,0
1963,FNB Community Bank,0
1964,Credit Union of Georgia,0
1965,"BankChampaign, National Association",ZION
1966,LGE Community CU,0
1967,People's Bank of Seneca,0
1968,The Citizens Bank of Swainsboro,0
1969,First National Bank of Pulaski,0
1970,The First National Bank of Allendale,0
1971,Mountain Valley Bank,0
1972,Upper Peninsula State Bank,0
1973,Libertyville Savings Bank,0
1974,Anchor State Bank,0
1975,CS Bank,CSBBANK.NS
1976,Coleman County State Bank,0
1977,Eaton Community Bank,0
1978,First National Bank of Eastern Arkansas,0
1979,Meade County Bank,0
1980,Ireland Bank,0
1981,"Shelby Savings Bank, SSB",SSB
1982,"Golden State Farm Credit, ACA",ACA
1983,Caldwell Bank & Trust Company,0
1984,Fleetwood Bank,FLEW
1985,CBBC Bank,0
1986,Verus Bank of Commerce,0
1987,Harvest Bank,0P0000UF6F.TO
1988,"Sterling Federal Bank, F.S.B.",GWBK
1989,Matanuska Valley FCU,0
1990,FirstBank of Nebraska,0
1991,Lake Community Bank,0
1992,Affinity Plus FCU,0
1993,James Polk Stone Community Bank,0
1994,Wildfire CU,0
1995,Bank of York,0
1996,Kitsap CU,0
1997,Holcomb Bank,0
1998,Frontier Community Bank,0
1999,Centris FCU,0
2000,Maquoketa State Bank,0
2001,Central Willamette CU,0
2002,Coastal Bank & Trust,CABT
2003,Exchange Bank of Missouri,0
2004,Security Savings Bank,0
2005,"Shamrock Bank, National Association",ZION
2006,The Fort Jennings State Bank,0
2007,FirstLight FCU,0
2008,Community Bank of Marshall,0
2009,Bank of Labor,BHDB
2010,B:Side Capital,0
2011,The Citizens Bank of Clovis,0
2012,Luzerne Bank,0
2013,Marblehead Bank,0
2014,Christian Financial CU,0
2015,Cattle Bank & Trust,0
2016,Evergreen CU,0
2017,F & M Bank and Trust Company,0
2018,First Capital Bank,0
2019,Pennian Bank,0
2020,First Nebraska Bank,0
2021,Bank of Abbeville & Trust Company,0
2022,The Tri-County Bank,0
2023,State Bank of Davis,0
2024,Nebraska Bank of Commerce,0
2025,First Security Bank and Trust Company,0
2026,Alliance Bank Central Texas,0
2027,"AgSouth Farm Credit, ACA",ACA
2028,Peoples State Bank of Plainview,0
2029,"Mountain Valley Bank, National Association",ZION
2030,The Bank of Vernon,0
2031,Crawford County Trust & Savings Bank,0
2032,Heritage Bank of the Ozarks,0
2033,Wayne Bank and Trust Co.,0
2034,Bank of Columbia,0
2035,The Bank National Association,0
2036,North Country FCU,0
2037,Coffee County Bank,0
2038,Lower East Side People's FCU,0
2039,Enrichment FCU,0
2040,Wells Bank,0
2041,"First Kentucky Bank, Inc.",TSLA
2042,AmeriState Bank,0
2043,"Flagship Enterprise Center, Inc. (dba Bankable)",0
2044,Georgia Community Bank,0
2045,PrimeWay FCU,0
2046,Prairie Community Bank,0
2047,Nantahala Bank & Trust Company,0
2048,Bank of Mauston,0
2049,Luana Savings Bank,0
2050,Amalgamated Bank of Chicago,0
2051,Americu CU,0
2052,State Empl CU,0
2053,The Farmers Bank of Appomattox,FBPA
2054,Cumberland Security Bank,0
2055,First National Bank in Philip,0
2056,Northwest Community CU,0
2057,The Halstead Bank,0
2058,The Pauls Valley National Bank,0
2059,Growth Capital Corporation,0
2060,Viking Bank National Association,0
2061,Jefferson Security Bank,JFWV
2062,Federated Bank,0
2063,Century Bank of Florida,0
2064,Farmers State Bank of Hamel,0
2065,First National Bank of Hereford,0
2066,United Valley Bank,0
2067,Herring Bank,0
2068,Englewood Bank & Trust,0
2069,State Bank of India (California),0
2070,First Security Bank-Sleepy Eye,0
2071,"Peoples Bank of Kentucky, Inc.",TSLA
2072,State Bank & Trust Co.,0
2073,The First National Bank of Eldorado,0
2074,Community First CU of Florida,0
2075,Marion Center Bank,0
2076,The Falls City National Bank,0
2077,City Bank & Trust Co.,0
2078,Citizens Bank of the South,0
2079,United Citizens Bank & Trust Company,0
2080,Piermont Bank,0
2081,Commercial State Bank of Wagner,0
2082,F & C Bank,FCBC
2083,Hoosier Heartland State Bank,0
2084,First National Bank of Decatur County,0
2085,The Colorado Bank and Trust Company of La Junta,0
2086,MinnStar Bank National Association,0
2087,Bank of Montana,0
2088,Black Business Investment Fund Inc.,0
2089,Guadalupe Bank,0
2090,Mid Minnesota FCU,0
2091,South Metro FCU,0
2092,The Kansas State Bank,0
2093,Wadena State Bank,0
2094,Little Horn State Bank,0
2095,The First National Bank of Middle Tennessee,0
2096,Premier Community Bank,0
2097,Mound City Bank,0
2098,Citizens State Bank of Roseau,0
2099,Nebraska Enterprise Fund,0
2100,"Pioneer Community Bank, Inc.",TSLA
2101,BankStar Financial,0
2102,Labette Bank,0
2103,The Maries County Bank,0
2104,First United National Bank,0
2105,The Lincoln National Bank of Hodgenville,0
2106,Industry State Bank,0
2107,Cherokee State Bank,0
2108,Central Kentucky Agricultural Credit Association,0
2109,The First National Bank of Oneida,0
2110,CommerceOne Bank,0
2111,The First National Bank of River Falls,0
2112,State Bank of Herscher,0
2113,Tidemark FCU,0
2114,Northern State Bank of Thief River Falls,0
2115,Community Bank & Trust-West Georgia,0
2116,Rocky Mountain Bank and Trust,0
2117,Farmers & Merchants Bank of Colby,0
2118,First National Bank of Bosque County,0
2119,Alamosa State Bank,0
2120,TrustBank,0
2121,Citizens Bank of Chatsworth,0
2122,"Community Bank of Wichita, Inc",INC
2123,New Frontier Bank,0
2124,The Hometown Savings Bank,0
2125,Vermont FCU,0
2126,Guaranty State Bank and Trust Company,0
2127,The Campbell & Fetter Bank,0
2128,The Bank of Clovis,0
2129,1st United Bank,0
2130,FNBT Bank,0
2131,McHenry Savings Bank,0
2132,Grant County Bank,0
2133,Carson Community Bank,0
2134,Commercial National Bank of Texarkana,0
2135,First Heritage FCU,0
2136,The First National Bank of Bellville,0
2137,Sugar River Bank,0
2138,The Exchange Bank of Alabama,0
2139,The Fisher National Bank,0
2140,BankOkolona,0
2141,Security First Bank of North Dakota,0
2142,Clearview FCU,0
2143,Key Community Bank,0
2144,Community First Capital Corp,0
2145,First Midwest Bank of Dexter,0
2146,Owen County State Bank,0
2147,Dedicated Community Bank,0
2148,Peoples State Bank of Munising,0
2149,Franklin Mint FCU,0
2150,First Missouri State Bank of Cape County,0
2151,Winnsboro State Bank & Trust Co.,0
2152,MY CU,0
2153,Hendricks County Bank and Trust Company,0
2154,SPIRE CU,0
2155,First State Bank of Blakely,0
2156,First Bank Blue Earth,0
2157,Princeville State Bank,0
2158,Quoin Financial Bank,0
2159,The Citizens Bank of Weston,0
2160,Madison Valley Bank,0
2161,North Star Community CU,0
2162,Bogota Savings Bank,0
2163,Mid-Hudson Valley FCU,0
2164,Merchants & Planters Bank,0
2165,The Lyon County State Bank,0
2166,The Citizens National Bank of Hillsboro,0
2167,The Waggoner National Bank of Vernon,0
2168,Thread Bank,0
2169,Bank of Lincoln County,0
2170,Citizens Bank and Trust Company of Ardmore,0
2171,The Fahey Banking Company,0
2172,Solutions North Bank,0
2173,Guaranty Bank and Trust Company,0
2174,Regional Missouri Bank,0
2175,Grand Valley Bank,0
2176,State Bank of Texas,0
2177,Freehold Bank,0
2178,Southwind Bank,0
2179,Access to Capital for Entrepreneurs,0
2180,BankFlorida,0
2181,Everett Co-operative Bank,0
2182,Peoples Bank of the South,0
2183,State Empl CU of Maryland Inc,0
2184,1st National Bank,0
2185,First State Bank of Wyoming,0
2186,State Nebraska Bank & Trust,0
2187,Commercial State Bank,0
2188,West Pointe Bank,0
2189,Alabama Teachers CU,0
2190,American Bank of Oklahoma,0
2191,4Front Credit Union,0
2192,Together CU,0
2193,The First Trust and Savings Bank of Watseka,0
2194,The Grant County Bank,0
2195,Bank of Rantoul,0
2196,First Trust and Savings Bank,0
2197,Turtle Mountain State Bank,0
2198,Community Bank of Parkersburg,0
2199,Dakota Heritage Bank,0
2200,SeaComm FCU,0
2201,Rivermark Community CU,0
2202,First Whitney Bank & Trust,0
2203,The First National Bank of Henning,0
2204,Citizens Community Bank,0
2205,McCoy FCU,0
2206,United Cumberland Bank,0
2207,The Union Bank,0
2208,Spectra Bank,0
2209,22nd State Bank,0
2210,Interstate Bank,0
2211,Lafayette State Bank,0
2212,The Commercial National Bank of Brady,0
2213,Exchange State Bank,0
2214,Webster First FCU,0
2215,Community Neighbor Bank,0
2216,First State Bank of San Diego,0
2217,First State Bank of DeQueen,0
2218,"immito, LLC",BTM
2219,Kanza Bank,0
2220,Plaquemine Bank & Trust Company,0
2221,Ascent Bank,0
2222,Bank of Weston,0
2223,Community 1st Bank Las Vegas,0
2224,The First National Bank in Falfurrias,0
2225,Bank of Franklin,0
2226,Rondout Savings Bank,0
2227,Justine Petersen Housing & Reinvestment Corporation,0
2228,Century Bank & Trust,0
2229,SouthPoint Financial CU,0
2230,Ozark Bank,0
2231,Capital CU,0
2232,Heritage Community Bank,0
2233,First Federal Community Bank,0
2234,The Citizens National Bank,0
2235,Springfield State Bank,0
2236,Concordia Bank & Trust Company,0
2237,Partners Bank of Wisconsin,0
2238,Wray State Bank,0
2239,The Garrett State Bank,0
2240,"University of Virginia Community CU, Inc.",TSLA
2241,"The Farmers State Bank of Oakley, Kansas",CP
2242,Lee County Bank,0
2243,Farm Bureau Bank FSB,0
2244,Aspire Bank,0
2245,"AMPAC Tri-State CDC, Inc.",TSLA
2246,First Pioneer National Bank,0
2247,"American Bank and Trust Company, National Association",ZION
2248,Bank of Pensacola,0
2249,Salem Co-operative Bank,0
2250,Merchants State Bank,0
2251,Mauch Chunk Trust Co,0
2252,"Petefish, Skiles & Co.",0
2253,Nevada Bank and Trust Company,0
2254,The Union State Bank of Everest,0
2255,The Bank of Advance,0
2256,Intercity State Bank,0
2257,First State Bank of Purdy,0
2258,First Enterprise Bank,0
2259,Citizens National Bank at Brownwood,0
2260,Nano Banc,0
2261,Amplify CU,0
2262,Hardin County Savings Bank,0
2263,First Cahawba Bank,0
2264,The State National Bank of Big Spring,0
2265,Seattle Metropolitan Credit Union,0
2266,American Bank of the Carolinas d/b/a American Bank,0
2267,Westside State Bank,0
2268,First Missouri State Bank,0
2269,Atlantic Regional FCU,0
2270,Keen Bank National Association,0
2271,Partners Bank,PBKX
2272,Farmers State Bank & Trust Co.,0
2273,American Bank & Trust Company,0
2274,The Farmers State Bank,0
2275,Cleveland State Bank,0
2276,Eagle Bank and Trust Company,0
2277,First National Bank in Port Lavaca,0
2278,Northwestern Bank,0
2279,Denver Savings Bank,0
2280,Waumandee State Bank,0
2281,Public Service CU,0
2282,Clearinghouse CDFI PPP,0
2283,Hearthside Bank Corporation,0
2284,Palmetto Citizens FCU,0
2285,Methuen Co-Operative Bank,0
2286,Fox Communities CU,0
2287,Seattle Economic Development Fund dba Community Ca,0
2288,Bank of Commerce & Trust Company,0
2289,The First National Bank of Groton,0
2290,Altoona First Savings Bank,0
2291,Farmers and Merchants Bank of St. Clair,0
2292,Farmers Trust and Savings Bank,0
2293,Merchants and Farmers Bank,0
2294,The Apple Creek Banking Company,0
2295,"Community Development Bank, FSB",9377.KL
2296,Lamar Bank and Trust Company,0
2297,MAX CU,0
2298,"ANZ Guam, Inc",INC
2299,Elko FCU,0
2300,The First National Bank in Amboy,0
2301,Waypoint Bank,0
2302,Bank of Millbrook,0
2303,Pearland State Bank,0
2304,Millennial Bank,0
2305,SJN Bank of Kansas,0
2306,Tech CU,MTF-F48.TA
2307,American Southwest CU,0
2308,Community Bank and Trust,0
2309,The First National Bank of Lawrence County at Walnut Ridge,0
2310,Dover FCU,0
2311,Goodfield State Bank,0
2312,Lake Region Bank,0
2313,Brickyard Bank,0
2314,The Liberty National Bank in Paris,0
2315,Ascendus,0
2316,Mutual Savings Bank,007330.KQ
2317,"Cooperativa de Ahorro y Cr<ac,e>dito Dr. Manuel Zeno Gand<ac,i>a",0
2318,The Twin Valley Bank,0
2319,"Community First Bank, Inc.",CFOK
2320,"Golden Belt Bank, FSA",FSA.AX
2321,Cullman Savings Bank,0
2322,The Delaware National Bank of Delhi,0
2323,Ulster Savings Bank,0
2324,Western Nebraska Bank,0
2325,Grand Marais State Bank,0
2326,Alliance Community Bank,0
2327,Hyperion Bank,0
2328,Guthrie County State Bank,0
2329,First Bank of Boaz,0
2330,Old Mission Bank,0
2331,Jersey State Bank,0
2332,Collins Community CU,0
2333,1st Choice CU,0
2334,Stryv Bank,0
2335,San Francisco Fire CU,0
2336,Clackamas County Bank,0
2337,Farmers State Bank of Calhan,0
2338,Putnam 1st Mercantile Bank,0
2339,Utah Independent Bank,0
2340,First Independence Bank,0
2341,Northern State Bank,0
2342,OneSouth Bank,0
2343,Madison County Bank,0
2344,Uinta Bank,0
2345,First Commonwealth FCU,0
2346,The Union Bank of Mena,0
2347,"American Commerce Bank, National Association",ZION
2348,Century Bank of the Ozarks,0
2349,The Farmers and Merchants National Bank of Nashville,0
2350,Citizens State Bank of Loyal,0
2351,The First National Bank of Shiner,0
2352,Profile Bank,0
2353,Bank of Kilmichael,0
2354,Boeing Helicopters CU d/b/a BHCU,0
2355,Pine River State Bank,0
2356,First State Bank of DeKalb County,0
2357,Citizens National Bank of Albion,0
2358,A N E C A FCU,0
2359,UBank,0
2360,Pillar Bank,0
2361,Jovia Financial FCU,0
2362,Eastman CU,0
2363,First Atlantic FCU,0
2364,The Pennsville National Bank,0
2365,The First National Bank of Dryden,0
2366,Peoples CU,0
2367,Jersey Shore State Bank,0
2368,Citizens First National Bank,0
2369,Bank of Hydro,0
2370,The Harrison County Bank,0
2371,Heartland State Bank,0
2372,TruCommunity Bank,0
2373,Tri-County Bank & Trust Company,0
2374,Stock Growers Bank,0
2375,Wisconsin River Bank,0
2376,Mid-America Bank,0
2377,Kerndt Brothers Savings Bank,0
2378,Hanscom FCU,0
2379,Community Banking Company of Fitzgerald,0
2380,Brooklyn Cooperative FCU,0
2381,Campus FCU,0
2382,"River City Bank, Inc",RCBC
2383,Washington State Employees Credit Union,0
2384,SkyOne FCU,0
2385,Marion State Bank,0
2386,The Upstate National Bank,0
2387,Glennville Bank,0
2388,Keys FCU,0
2389,German-American State Bank,0
2390,Tower Community Bank,0
2391,Coosa Valley CU,0
2392,Bank of Odessa,0
2393,Baybank,0
2394,Frontwave CU,0
2395,First National Bank of Jasper,0
2396,United State Bank,0
2397,TS Bank,8338.T
2398,Sunmark CU,0
2399,Alternatives FCU,0
2400,Resource One CU,0
2401,Bank of Star Valley,0
2402,"Security Bank, S.B.",JFWV
2403,Bank of Greeleyville,0
2404,The Community State Bank,0
2405,GFA FCU,0
2406,Ipava State Bank,0
2407,Point Breeze CU,0
2408,Bedford Federal Savings Bank,0
2409,North Georgia National Bank,0
2410,Waterman Bank,0
2411,Team One CU,0
2412,Farmers and Merchants Bank of South Carolina,0
2413,Conway Bank,0
2414,Crews Bank & Trust,0
2415,"Northeast Entrepreneur Fund, Inc.",TSLA
2416,Home Bank and Trust Company,0
2417,Cattaraugus County Bank,0
2418,Bank of Kirksville,0
2419,The Neffs National Bank,0
2420,Bank of the Rockies,0
2421,Charles River Bank,0
2422,Bank of Belle Glade,0
2423,Henderson State Bank,0
2424,Deseret First FCU,0
2425,"Guaranty Bank & Trust Company of Delhi, Louisiana",LPX
2426,TSB Bank,0
2427,The HomeTown Bank of Alabama,0
2428,Valley Bank of Ronan,0
2429,Farmers Insurance Group FCU,0
2430,Heartland CU,0
2431,Illini State Bank,0
2432,New Era Bank,0
2433,Success Bank,0
2434,Leighton State Bank,0
2435,Bank of England,0
2436,Land of Lincoln CU,0
2437,Kentucky Farmers Bank Corporation,0
2438,KodaBank,0
2439,Mid-Atlantic FCU,0
2440,Petit Jean State Bank,0
2441,South Lafourche Bank & Trust Company,0
2442,Nebraska State Bank and Trust Company,0
2443,Southwest Heritage CU,0
2444,Cattlemens Bank,0
2445,The Frederick Community Bank,0
2446,Farmers and Merchants State Bank,0
2447,The First National Bank of Bangor,0
2448,"The Tipton Latham Bank, National Association",ZION
2449,The Portage County Bank,0
2450,Sumner Bank & Trust,0
2451,1st Equity Bank,0
2452,Texas Trust CU,0
2453,Southern Bank of Tennessee,0
2454,The First National Bank of Gordon,0
2455,Rockhold Bank,0
2456,Bank of Deerfield,0
2457,Pacific Crest Federal Credit Union,0
2458,United Farmers State Bank,0
2459,Acadia FCU,0
2460,First Bank & Trust Company,0
2461,Citizens Guaranty Bank,0
2462,Red River Empl FCU,0
2463,Burling Bank,0
2464,Solutions Bank,0
2465,Industrial Bank,024110.KS
2466,Garden Plain State Bank,0
2467,First National Bank in Cimarron,0
2468,Algonquin State Bank,0
2469,Glenwood State Bank,0
2470,Vision One CU,0
2471,"Citizens State Bank and Trust Co., Ellsworth, Kansas",ECF
2472,Community Bank of Pleasant Hill,0
2473,The Lamesa National Bank,0
2474,FNB Coweta,0
2475,Vacationland FCU,0
2476,Day Air CU Inc,0
2477,Peoples Bank & Trust Company,0
2478,Valley Bank of Commerce,0
2479,Bank of Little Rock,0
2480,E-Central CU,0
2481,Goppert Financial Bank,0
2482,Reliance State Bank,0
2483,Peoples State Bank of Velva,0
2484,"First State Bank of the Southeast, Inc.",TSLA
2485,The First National Bank of Moose Lake,0
2486,Muenster State Bank,0
2487,Longview Bank,0
2488,Rural Community Assistance Corporation,0
2489,Marathon Bank,0
2490,Carver State Bank,0
2491,Community First Banking Company,0
2492,Citizens Bank & Trust Co. of Jackson,0
2493,Central One FCU,0
2494,Community Bank of Georgia,0
2495,Evergreen Federal Bank,0
2496,CornerStone State Bank,0
2497,Planters & Citizens Bank,0
2498,Mount Vernon Bank,0
2499,First Exchange Bank,0
2500,Opportunity Resource Fund,0
2501,TruStar FCU,0
2502,The First State Bank of Rosemount,0
2503,YNB,0
2504,The First National Bank of Grayson,0
2505,Logan State Bank,0
2506,San Antonio Citizens FCU,0
2507,The Claxton Bank,0
2508,First Source FCU,0
2509,"Bank of Brenham, N.A.",ZION
2510,Davis Trust Company,0
2511,Nekoosa Port Edwards State Bank,0
2512,State Bank of Toulon,0
2513,Intercredit Bank National Association,0
2514,First National Bank of Anderson,0
2515,Riverstone Bank,0
2516,First US Bank,0
2517,"Mid-Atlantic Farm Credit, ACA",ACA
2518,McClain Bank,0
2519,Red Canoe CU,0
2520,Oklahoma Bank and Trust Company,0
2521,Meriwest CU,0
2522,Rivers Edge Bank,0
2523,Cambridge State Bank,0
2524,Western Bank,CWB.TO
2525,American Pride Bank,0
2526,"Bank of Whittier, National Association",ZION
2527,"Frontier Farm Credit, ACA",ACA
2528,First Peoples Community FCU,0
2529,Wakefield Co-Operative Bank,0
2530,Fairfax State Savings Bank,0
2531,McGehee Bank,0
2532,First New Mexico Bank Las Cruces,0
2533,Pan American Bank & Trust,0
2534,A+ FCU,0
2535,Iowa Trust and Savings Bank,0
2536,Anahuac National Bank,0
2537,Thrivent Federal Credit Union,0
2538,Piedmont Federal Savings Bank,0
2539,The Bank of Baker,0
2540,Pathway Bank,0
2541,The Security State Bank,0
2542,Ergo Bank,0
2543,Security State Bank of Marine,0
2544,Granite FCU,0
2545,The Friendship State Bank,0
2546,The First National Bank of Louisburg,0
2547,Bank of the Panhandle,0
2548,Kellogg Community CU,0
2549,Lone Star Bank,0
2550,Local Bank,0
2551,Somerville Bank,0
2552,Great Rivers Bank,0
2553,State Bank & Trust Company,0
2554,Kaw Valley State Bank and Trust Company,0
2555,Ventura County CU,0
2556,Valor Bank,0
2557,Community Bank and Trust Company,0
2558,Embassy National Bank,0
2559,Essential Credit Union,0
2560,"Cape Fear Farm Credit, ACA",ACA
2561,State Bank & Trust,0
2562,Michigan First CU,0
2563,Associated CU of Texas,0
2564,Park State Bank & Trust,0
2565,"Farmers Bank and Trust Company, Princeton, Kentucky",BPRN
2566,Community State Bank of Orbisonia,0
2567,Jim Thorpe Neighborhood Bank,0
2568,San Luis Valley Federal Bank,0
2569,The Chesapeake Bank & Trust Company,0
2570,First Missouri Bank of Semo,0
2571,City & County CU,0
2572,Innovations Financial Credit Union,0
2573,State Street Bank and Trust Company,0
2574,Concordia Bank,0
2575,The Dolores State Bank,0
2576,"Cumberland Federal Bank, F.S.B.",GWBK
2577,Farmers & Merchants Bank & Trust,0
2578,Audubon State Bank,0
2579,The Farmers State Bank of Westmoreland,0
2580,InRoads FCU,0
2581,First Bank Hampton,0
2582,"Auburn Savings Bank, FSB",9377.KL
2583,First Security Bank of Deer Lodge,0
2584,1st Community FCU,0
2585,Hanin FCU,0
2586,Woodland Bank,0
2587,L&N FCU,0
2588,Kearney Trust Company,0
2589,"First Western SBLC, Inc",INC
2590,The American National Bank of Mount Pleasant,0
2591,"Welch State Bank of Welch, Okla.",FODGX
2592,The Perryton National Bank,0
2593,The City National Bank of Taylor,0
2594,"	Farm Credit Services of Western Arkansas, ACA",ACA
2595,York State Bank,0
2596,WeStreet FCU,0
2597,The State Exchange Bank,0
2598,Bank of Dickson,0
2599,Bank of Lake Mills,0
2600,The State Bank of Geneva,0
2601,Iowa Trust & Savings Bank,0
2602,Arize FCU,0
2603,First Citizens Bank of Butte,0
2604,Vintage Bank Kansas,0
2605,Anna-Jonesboro National Bank,0
2606,First Federal Savings Bank of Champaign-Urbana,0
2607,Security Bank Midwest,0
2608,Prairie Bank of Kansas,0
2609,Farmers State Bank of NewCastle,0
2610,Valley Bank of Kalispell,0
2611,The First National Bank and Trust Company of Okmulgee,0
2612,The Bank of Grain Valley,0
2613,Oxford University Bank,0
2614,Wyoming Bank & Trust,0
2615,Bank of Monticello,0
2616,"Citizens Bank of Kentucky, Inc.",TSLA
2617,The Bank of Edison,0
2618,Iowa Falls State Bank,0
2619,TimePayment Corp.,0
2620,Bank of Hartington,0
2621,Community State Bank of Rock Falls,0
2622,The Goose River Bank,0
2623,Longview Bank & Trust,0
2624,The Bank of Magnolia Company,0
2625,Savings Bank,1658.HK
2626,Members Exchange CU,0
2627,CFCU Community CU,0
2628,First State Bank of Warren,0
2629,First Texas National Bank,0
2630,Unico Bank,0
2631,Federation Bank,0
2632,Surety Bank,0
2633,National Institutes of Health FCU,0
2634,St. Ansgar State Bank,0
2635,Tennessee Valley FCU,0
2636,The Bank of Tioga,0
2637,"Greeneville Federal Bank, FSB",9377.KL
2638,Spring Hill State Bank,0
2639,BANK 21,ADBA04-PRO.OL
2640,Heritage Bank & Trust,0
2641,Municipal Trust and Savings Bank,0
2642,Banner Capital Bank,0
2643,FNB Bank,0
2644,Jonesboro State Bank,0
2645,The Commercial Bank of Grayson,0
2646,First State Bank of Forrest,0
